stockpile,category,type,dup_status,dispatcher,lines,size_bytes,match_confidence,matched_engine,path
extracted_modules,complete_extraction,geometry,WIRE_CANDIDATE,prism_cad,286,11274,0.25,,complete_extraction/PRISM_CAD_KERNEL_MIT.js
extracted_modules,complete_extraction,geometry,WIRE_CANDIDATE,prism_cad,5041,186649,0.25,,complete_extraction/PRISM_CAD_KERNEL_PASS2.js
extracted_modules,complete_extraction,ai_ml,PARTIAL_OVERLAP,prism_ai,304,10648,0.667,CadBridge,complete_extraction/PRISM_CAD_LEARNING_BRIDGE.js
extracted_modules,complete_extraction,geometry,WIRE_CANDIDATE,prism_cad,157,7869,0.333,CadBridge,complete_extraction/PRISM_CAD_MATH.js
extracted_modules,complete_extraction,geometry,WIRE_CANDIDATE,prism_cad,150,5981,0.25,,complete_extraction/PRISM_CAD_UPLOAD_UI.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,126,6827,0.5,AdaptiveChatterEngine,complete_extraction/PRISM_CALCULATOR_CHATTER_ENGINE.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,208,9020,0.5,CalculatorPRISMModeEngine,complete_extraction/PRISM_CALCULATOR_CONSTRAINT_ENGINE.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,83,4263,0.25,,complete_extraction/PRISM_CALCULATOR_ENHANCEMENT_BRIDGE.js
extracted_modules,complete_extraction,test,WIRE_CANDIDATE,n/a,84,4089,0.2,,complete_extraction/PRISM_CALCULATOR_ENHANCEMENT_TESTS.js
extracted_modules,complete_extraction,algorithm,WIRE_CANDIDATE,prism_calc,140,8514,0.25,,complete_extraction/PRISM_CALCULATOR_OPTIMIZER.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,343,13937,0.5,CalculatorPRISMModeEngine,complete_extraction/PRISM_CALCULATOR_PHYSICS_ENGINE.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,149,8839,0.5,AcquisitionRecommendationEngine,complete_extraction/PRISM_CALCULATOR_RECOMMENDATION_ENGINE.js
extracted_modules,complete_extraction,cam,WIRE_CANDIDATE,prism_cam,97,5083,0.2,,complete_extraction/PRISM_CAM_100_PERCENT_ENHANCEMENT.js
extracted_modules,complete_extraction,cam,WIRE_CANDIDATE,prism_cam,176,6458,0.2,,complete_extraction/PRISM_CAM_KERNEL_MIT.js
extracted_modules,complete_extraction,cam,WIRE_CANDIDATE,prism_cam,434,16607,0.2,,complete_extraction/PRISM_CAM_KERNEL_PASS2.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,325,11979,0.5,AIResourceLearningEngine,complete_extraction/PRISM_CAM_LEARNING_ENGINE.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,55,2040,0.4,AIResourceLearningEngine,complete_extraction/PRISM_CAM_LEARNING_ENGINE_ENHANCED.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,155,5797,0.4,CamDesignEngine,complete_extraction/PRISM_CAM_TOOLPATH_PARAMETERS_ENGINE.js
extracted_modules,complete_extraction,cam,WIRE_CANDIDATE,prism_cam,78,2916,0.25,,complete_extraction/PRISM_CAM_WORKFLOW.js
extracted_modules,complete_extraction,database,DATABASE,prism_data,92,2966,0.25,,complete_extraction/PRISM_CAPABILITY_ASSESSMENT_DATABASE.js
extracted_modules,complete_extraction,misc,DATABASE,prism_data,186,6399,0.333,CADAdapterRegistry,complete_extraction/PRISM_CAPABILITY_REGISTRY.js
extracted_modules,complete_extraction,ai_ml,DATABASE,prism_data,86,3452,0.2,,complete_extraction/PRISM_CATALOG_AI_CONNECTOR.js
extracted_modules,complete_extraction,misc,DATABASE,prism_data,777,43812,0.25,,complete_extraction/PRISM_CATALOG_BATCH7.js
extracted_modules,complete_extraction,system,DATABASE,prism_data,55,2684,0.2,,complete_extraction/PRISM_CATALOG_BATCH7_ROUTES.js
extracted_modules,complete_extraction,misc,DATABASE,prism_data,520,34816,0.25,,complete_extraction/PRISM_CATALOG_BATCH8.js
extracted_modules,complete_extraction,system,DATABASE,prism_data,32,1415,0.2,,complete_extraction/PRISM_CATALOG_BATCH8_ROUTES.js
extracted_modules,complete_extraction,system,DATABASE,prism_data,54,3173,0.2,,complete_extraction/PRISM_CATALOG_CONSOLIDATED_ROUTES.js
extracted_modules,complete_extraction,misc,DATABASE,prism_data,903,58299,0.25,,complete_extraction/PRISM_CATALOG_FINAL.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,166,7380,0,,complete_extraction/PRISM_CHARTS.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,354,13255,0.25,,complete_extraction/PRISM_CHATBOT_ENHANCED.js
extracted_modules,complete_extraction,database,DATABASE,prism_data,80,4008,0.25,,complete_extraction/PRISM_CHUCK_DATABASE_V2.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,175,3880,0.2,,complete_extraction/PRISM_CLAMPING_MECHANISMS_COMPLETE.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,328,15794,0,,complete_extraction/PRISM_CLAUDE_API.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,370,13313,0.25,,complete_extraction/PRISM_CLAUDE_COMPLEX_ORCHESTRATOR.js
extracted_modules,complete_extraction,machine,WIRE_CANDIDATE,prism_data,409,13412,0.333,MachineTypeClassifierEngine,complete_extraction/PRISM_CLAUDE_MACHINE_TYPE_ORCHESTRATOR.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,345,12068,0.333,FormulaOrchestrator,complete_extraction/PRISM_CLAUDE_ORCHESTRATOR.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,68,2329,0,,complete_extraction/PRISM_CLIPBOARD.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,387,16446,0.333,ClusteringEngine,complete_extraction/PRISM_CLUSTERING_COMPLETE.js
extracted_modules,complete_extraction,engine,DUP_KEEP_EXISTING,prism_dev,464,15491,0.99,ClusteringEngine,complete_extraction/PRISM_CLUSTERING_ENGINE.js
extracted_modules,complete_extraction,system,WIRE_CANDIDATE,prism_session,58,2419,0.25,,complete_extraction/PRISM_CNCCOOKBOOK_INTEGRATION.js
extracted_modules,complete_extraction,system,WIRE_CANDIDATE,prism_session,48,2175,0.2,,complete_extraction/PRISM_CNC_FUNDAMENTALS_INTEGRATION.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,115,5243,0.4,AIResourceLearningEngine,complete_extraction/PRISM_CNC_FUNDAMENTALS_LEARNING_ENGINE.js
extracted_modules,complete_extraction,database,DATABASE,prism_data,68,2333,0.2,,complete_extraction/PRISM_CNC_SAFETY_DATABASE.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,452,9822,0.25,,complete_extraction/PRISM_COATINGS_COMPLETE.js
extracted_modules,complete_extraction,database,DATABASE,prism_data,38,1408,0.25,,complete_extraction/PRISM_COATING_LOOKUP.js
extracted_modules,complete_extraction,algorithm,WIRE_CANDIDATE,prism_calc,284,10619,0.333,CollisionEngine,complete_extraction/PRISM_COLLISION_ALGORITHMS.js
extracted_modules,complete_extraction,misc,PARTIAL_OVERLAP,prism_dev,416,13664,0.667,CollisionDetectionEngine,complete_extraction/PRISM_COLLISION_DETECTION_V2.js
extracted_modules,complete_extraction,engine,DUP_KEEP_EXISTING,prism_dev,304,10020,0.99,CollisionEngine,complete_extraction/PRISM_COLLISION_ENGINE.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,752,30522,0.333,CollisionEngine,complete_extraction/PRISM_COLLISION_MOTION.js
extracted_modules,complete_extraction,algorithm,WIRE_CANDIDATE,prism_calc,385,15686,0.25,,complete_extraction/PRISM_COMBINATORIAL_OPTIMIZER.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,273,10157,0.2,,complete_extraction/PRISM_COMMAND_PALETTE.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,370,17463,0.333,ProgramCompareEngine,complete_extraction/PRISM_COMPARE.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,245,10351,0.5,CompleteMachiningEngine,complete_extraction/PRISM_COMPLETE_2D_ENGINE.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,452,15453,0.4,CompleteMachiningEngine,complete_extraction/PRISM_COMPLETE_CAD_GENERATION_ENGINE.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,475,15493,0.5,CompleteMachiningEngine,complete_extraction/PRISM_COMPLETE_FEATURE_ENGINE.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,319,10111,0.4,AIResourceLearningEngine,complete_extraction/PRISM_COMPLEX_CAD_LEARNING_ENGINE.js
extracted_modules,complete_extraction,database,DATABASE,prism_data,36,2590,0.167,,complete_extraction/PRISM_COMPOUND_JOB_PROPERTIES_DATABASE.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,281,10940,0.167,,complete_extraction/PRISM_COMPREHENSIVE_SPECIAL_OPERATIONS.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,361,12009,0.333,A2AProtocolEngine,complete_extraction/PRISM_COMPUTATION_ENGINE.js
extracted_modules,complete_extraction,misc,STUB,,29,1080,0,,complete_extraction/PRISM_CONFIDENCE_CHECK.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,121,3909,0.25,,complete_extraction/PRISM_CONFIDENCE_MAXIMIZER.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,324,10411,0.25,,complete_extraction/PRISM_CONFIDENCE_METRICS_SYSTEM.js
extracted_modules,complete_extraction,misc,STUB,,28,783,0,,complete_extraction/PRISM_CONSOLIDATION_REGISTRY.js
extracted_modules,complete_extraction,test,WIRE_CANDIDATE,n/a,321,16864,0.25,,complete_extraction/PRISM_CONSTANTS_TEST.js
extracted_modules,complete_extraction,algorithm,WIRE_CANDIDATE,prism_calc,255,8877,0.5,ChanceConstrainedOptimizationEngine,complete_extraction/PRISM_CONSTRAINED_OPTIMIZATION.js
extracted_modules,complete_extraction,algorithm,WIRE_CANDIDATE,prism_calc,477,18252,0.25,,complete_extraction/PRISM_CONSTRAINED_OPTIMIZER.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,441,14026,0.5,ConstraintSatisfactionEngine,complete_extraction/PRISM_CONTACT_CONSTRAINT_ENGINE.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,490,15636,0.4,AIResourceLearningEngine,complete_extraction/PRISM_CONTACT_CONSTRAINT_LEARNING_ENGINE.js
extracted_modules,complete_extraction,ai_ml,WIRE_CANDIDATE,prism_ai,318,12762,0.25,,complete_extraction/PRISM_CONTINUAL_LEARNING.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,541,17642,0.333,AdaptiveControlEngine,complete_extraction/PRISM_CONTROL.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,179,6096,0.25,,complete_extraction/PRISM_CONTROLLER_OUTPUT.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,109,3787,0.2,,complete_extraction/PRISM_CONTROL_SYSTEMS_MIT.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,204,9674,0.2,,complete_extraction/PRISM_CONVEX_HULL_3D.js
extracted_modules,complete_extraction,database,STUB,,26,877,0,,complete_extraction/PRISM_COOLANT_LOOKUP.js
extracted_modules,complete_extraction,algorithm,WIRE_CANDIDATE,prism_calc,452,15451,0.25,,complete_extraction/PRISM_CORE_ALGORITHMS.js
extracted_modules,complete_extraction,database,DATABASE,prism_data,313,14847,0.25,,complete_extraction/PRISM_COST_DATABASE.js
extracted_modules,complete_extraction,misc,PARTIAL_OVERLAP,prism_dev,213,6494,0.667,CostEstimationEngine,complete_extraction/PRISM_COST_ESTIMATION.js
extracted_modules,complete_extraction,cam,WIRE_CANDIDATE,prism_cam,555,21050,0.2,,complete_extraction/PRISM_CROSSCAM_STRATEGY_MAP.js
extracted_modules,complete_extraction,ai_ml,WIRE_CANDIDATE,prism_ai,1142,40516,0.5,CrossDomainOrchestratorEngine,complete_extraction/PRISM_CROSS_DOMAIN.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,751,32451,0.25,,complete_extraction/PRISM_CROSS_REFERENCE.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,62,2631,0.5,CrossCAMPostEngine,complete_extraction/PRISM_CROSS_REFERENCE_ENGINE.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,294,13172,0.333,A2AProtocolEngine,complete_extraction/PRISM_CSG_ENGINE.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,332,10804,0.2,,complete_extraction/PRISM_CSG_OPERATIONS.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,139,4762,0,,complete_extraction/PRISM_CSP.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,204,8808,0.25,,complete_extraction/PRISM_CSP_ENHANCED.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,355,16115,0.4,PrismEnhancedRecommenderEngine,complete_extraction/PRISM_CSP_ENHANCED_ENGINE.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,56,1630,0,,complete_extraction/PRISM_CSS.js
extracted_modules,complete_extraction,engine,DUP_KEEP_EXISTING,prism_dev,313,11244,0.99,CurvatureAnalysisEngine,complete_extraction/PRISM_CURVATURE_ANALYSIS_ENGINE.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,220,7912,0.25,,complete_extraction/PRISM_CURVE_SURFACE.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,261,11325,0.25,,complete_extraction/PRISM_CUSTOMER_MANAGER.js
extracted_modules,complete_extraction,physics,PARTIAL_OVERLAP,prism_calc,210,7413,0.667,CuttingMechanicsEngine,complete_extraction/PRISM_CUTTING_MECHANICS.js
extracted_modules,complete_extraction,physics,WIRE_CANDIDATE,prism_calc,214,8038,0.5,AdvancedCuttingPhysicsEngine,complete_extraction/PRISM_CUTTING_PHYSICS.js
extracted_modules,complete_extraction,physics,WIRE_CANDIDATE,prism_calc,416,15406,0.25,,complete_extraction/PRISM_CUTTING_TOOL_EXPANSION_V3.js
extracted_modules,complete_extraction,engine,PARTIAL_OVERLAP,prism_dev,169,4913,0.75,CycleTimeEngine,complete_extraction/PRISM_CYCLE_TIME_PREDICTION_ENGINE.js
extracted_modules,complete_extraction,database,DATABASE,prism_data,77,2842,0.25,,complete_extraction/PRISM_DATABASE_HUB.js
extracted_modules,complete_extraction,database,DATABASE,prism_data,45,2854,0.25,,complete_extraction/PRISM_DATABASE_RETROFIT.js
extracted_modules,complete_extraction,database,DATABASE,prism_data,135,3982,0.25,,complete_extraction/PRISM_DATABASE_STATE.js
extracted_modules,complete_extraction,database,STUB,,10,243,0,,complete_extraction/PRISM_DATABASE_SUMMARY.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,47,12286,0.2,,complete_extraction/PRISM_DATA_STRUCTURES_KB.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,135,3717,0,,complete_extraction/PRISM_DEBOUNCE.js
extracted_modules,complete_extraction,engine,DUP_KEEP_EXISTING,prism_dev,3166,125815,0.99,DecisionTreeEngine,complete_extraction/PRISM_DECISION_TREE_ENGINE.js
extracted_modules,complete_extraction,engine,PARTIAL_OVERLAP,prism_dev,216,8800,0.8,DeepHoleDrillingPhysicsEngine,complete_extraction/PRISM_DEEP_HOLE_DRILLING_ENGINE.js
extracted_modules,complete_extraction,machine,WIRE_CANDIDATE,prism_data,209,7439,0.4,MillingDeepIntegrationEngine,complete_extraction/PRISM_DEEP_MACHINE_INTEGRATION.js
extracted_modules,complete_extraction,test,WIRE_CANDIDATE,n/a,89,5532,0,,complete_extraction/PRISM_DEFENSIVE_TESTS.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,228,8088,0.25,,complete_extraction/PRISM_DELAUNAY_3D_ENGINE.js
extracted_modules,complete_extraction,misc,STUB,,23,800,0,,complete_extraction/PRISM_DEPRECATED.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,170,5590,0.333,BroachDesignEngine,complete_extraction/PRISM_DESIGN.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,76,3246,0.25,,complete_extraction/PRISM_DESIGN_TOKENS.js
extracted_modules,complete_extraction,system,WIRE_CANDIDATE,prism_session,53,2422,0.167,,complete_extraction/PRISM_DEV_ENHANCEMENT_GATEWAY_ROUTES.js
extracted_modules,complete_extraction,test,WIRE_CANDIDATE,n/a,61,2748,0.167,,complete_extraction/PRISM_DEV_ENHANCEMENT_TESTS.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,170,6820,0,,complete_extraction/PRISM_DFM.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,68,2549,0.2,,complete_extraction/PRISM_DFM_MIT.js
extracted_modules,complete_extraction,machine,WIRE_CANDIDATE,prism_data,153,6180,0.333,KinematicsEngine,complete_extraction/PRISM_DH_KINEMATICS.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,93,3131,0.2,,complete_extraction/PRISM_DIGITAL_CONTROL_MIT.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,331,11649,0.333,A2AProtocolEngine,complete_extraction/PRISM_DIMENSIONALITY_ENGINE.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,593,19946,0,,complete_extraction/PRISM_DL.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,170,6194,0,,complete_extraction/PRISM_DND.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,277,9177,0,,complete_extraction/PRISM_DP.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,130,4975,0.333,A2AProtocolEngine,complete_extraction/PRISM_DQN_ENGINE.js
extracted_modules,complete_extraction,database,DATABASE,prism_data,38,1564,0.25,,complete_extraction/PRISM_DRILLING_LOOKUP.js
extracted_modules,complete_extraction,misc,STUB,,5,236,0,,complete_extraction/PRISM_DROPDOWN_SYSTEM.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,94,3272,0.25,,complete_extraction/PRISM_DS_SEARCH.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,580,18477,0.333,CoolantDynamicsEngine,complete_extraction/PRISM_DYNAMICS.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,112,3817,0,,complete_extraction/PRISM_EKF.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,338,12361,0.333,A2AProtocolEngine,complete_extraction/PRISM_EKF_ENGINE.js
extracted_modules,complete_extraction,engine,PARTIAL_OVERLAP,prism_dev,54,2171,0.667,E2ShopConnectorEngine,complete_extraction/PRISM_ENGINE_CONNECTOR.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,223,6894,0.333,A2AProtocolEngine,complete_extraction/PRISM_ENGINE_CORE.js
extracted_modules,complete_extraction,geometry,WIRE_CANDIDATE,prism_cad,716,24736,0.25,,complete_extraction/PRISM_ENHANCED_CAD_KERNEL.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,233,8243,0.2,,complete_extraction/PRISM_ENHANCED_DIMENSION_EXTRACTION.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,196,9716,0.4,PrismEnhancedRecommenderEngine,complete_extraction/PRISM_ENHANCED_GDT_ENGINE.js
extracted_modules,complete_extraction,system,WIRE_CANDIDATE,prism_session,476,16921,0.25,,complete_extraction/PRISM_ENHANCED_INTEGRATION.js
extracted_modules,complete_extraction,engine,PARTIAL_OVERLAP,prism_dev,628,17766,0.667,LatheLiveToolingPlannerEngine,complete_extraction/PRISM_ENHANCED_LATHE_LIVE_TOOLING_ENGINE.js
extracted_modules,complete_extraction,engine,PARTIAL_OVERLAP,prism_dev,156,6327,0.6,LatheAdvancedOperationsEngine,complete_extraction/PRISM_ENHANCED_LATHE_OPERATIONS_ENGINE.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,76,3166,0.2,,complete_extraction/PRISM_ENHANCED_MASTER_INITIALIZER.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,355,21627,0.333,LatheMasterOrchestratorFacadeEngine,complete_extraction/PRISM_ENHANCED_MASTER_ORCHESTRATOR.js
extracted_modules,complete_extraction,database,DATABASE,prism_data,252,9417,0.5,MaterialDatabaseEngine,complete_extraction/PRISM_ENHANCED_MATERIAL_DATABASE.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,429,14400,0.5,MillTurnOrchestrationEngine,complete_extraction/PRISM_ENHANCED_MILL_TURN_CAM_ENGINE.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,446,16058,0.5,LatheOrchestrationEngine,complete_extraction/PRISM_ENHANCED_ORCHESTRATION_ENGINE.js
extracted_modules,complete_extraction,database,DATABASE,prism_data,90,3027,0.2,,complete_extraction/PRISM_ENHANCED_POST_DATABASE_V2.js
extracted_modules,complete_extraction,cam,WIRE_CANDIDATE,prism_cam,383,13385,0.333,LathePrintToolpathGeneratorEngine,complete_extraction/PRISM_ENHANCED_TOOLPATH_GENERATOR.js
extracted_modules,complete_extraction,util,WIRE_CANDIDATE,n/a,204,8752,0.25,,complete_extraction/PRISM_ENHANCED_UI.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,404,15402,0,,complete_extraction/PRISM_ENHANCEMENTS.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,253,8909,0.5,EnsembleModelSelectorEngine,complete_extraction/PRISM_ENSEMBLE_ENGINE.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,99,5105,0.333,EnsembleMLEngine,complete_extraction/PRISM_ENSEMBLE_METHODS.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,39,1454,0.333,EnsembleMLEngine,complete_extraction/PRISM_ENSEMBLE_SURFACE.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,166,6481,0.4,EntryExitStrategyAdapter,complete_extraction/PRISM_ENTRY_EXIT_STRATEGIES.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,154,5178,0.25,,complete_extraction/PRISM_ERROR_BOUNDARY.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,63,1605,0.25,,complete_extraction/PRISM_ERROR_HANDLER.js
extracted_modules,complete_extraction,database,DATABASE,prism_data,89,5410,0.25,,complete_extraction/PRISM_ERROR_LOOKUP.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,47,2251,0.25,,complete_extraction/PRISM_ERROR_WRAPPERS.js
extracted_modules,complete_extraction,misc,PARTIAL_OVERLAP,prism_dev,74,3149,0.667,RealtimeEventBridge,complete_extraction/PRISM_EVENT_BRIDGE.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,99,2782,0.333,EventBus,complete_extraction/PRISM_EVENT_MANAGER.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,337,12493,0.333,EventBus,complete_extraction/PRISM_EVENT_SYSTEM.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,165,6489,0.25,,complete_extraction/PRISM_EVOLUTIONARY_ENHANCED.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,521,19575,0.4,PrismEnhancedRecommenderEngine,complete_extraction/PRISM_EVOLUTIONARY_ENHANCED_ENGINE.js
extracted_modules,complete_extraction,system,WIRE_CANDIDATE,prism_session,307,10383,0.2,,complete_extraction/PRISM_EXAMPLE_PARTS_INTEGRATION.js
extracted_modules,complete_extraction,geometry,WIRE_CANDIDATE,prism_cad,569,16044,0.333,CadCamHandoffEngine,complete_extraction/PRISM_EXPANDED_CAD_CAM_LIBRARY.js
extracted_modules,complete_extraction,ai_ml,WIRE_CANDIDATE,prism_ai,273,10426,0,,complete_extraction/PRISM_EXPLAINABLE_AI.js
extracted_modules,complete_extraction,database,DATABASE,prism_data,198,15794,0.167,,complete_extraction/PRISM_EXTENDED_MATERIAL_CUTTING_DB.js
extracted_modules,complete_extraction,ai_ml,WIRE_CANDIDATE,prism_ai,163,4877,0.25,,complete_extraction/PRISM_FAILSAFE_GENERATOR.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,101,3385,0.333,FatigueLifeEngine,complete_extraction/PRISM_FATIGUE.js
extracted_modules,complete_extraction,engine,WIRE_CANDIDATE,prism_dev,106,4601,0.5,FeatureClusteringEngine,complete_extraction/PRISM_FEATURE_CURVES_ENGINE.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,485,15055,0.2,,complete_extraction/PRISM_FEATURE_HISTORY_MANAGER.js
extracted_modules,complete_extraction,engine,DUP_KEEP_EXISTING,prism_dev,428,16700,0.99,FeatureInteractionEngine,complete_extraction/PRISM_FEATURE_INTERACTION_ENGINE.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,304,10651,0.5,FeatureRecognitionEngine,complete_extraction/PRISM_FEATURE_RECOGNITION_ENHANCED.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,1458,32924,0.333,FeatureStrategyKnowledgeBaseEngine,complete_extraction/PRISM_FEATURE_STRATEGY_COMPLETE.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,168,14223,0.333,FeatureStrategyKnowledgeBaseEngine,complete_extraction/PRISM_FEATURE_STRATEGY_MAP.js
extracted_modules,complete_extraction,system,WIRE_CANDIDATE,prism_session,357,14263,0.4,SpeedFeedResourceIntegrationEngine,complete_extraction/PRISM_FEED_INTEGRATION.js
extracted_modules,complete_extraction,physics,WIRE_CANDIDATE,prism_calc,322,11929,0.2,,complete_extraction/PRISM_FFT_PREDICTIVE_CHATTER.js
extracted_modules,complete_extraction,system,WIRE_CANDIDATE,prism_session,86,5720,0.25,,complete_extraction/PRISM_FILE_UPLOAD_INTEGRATION.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,65,2317,0.333,FileIOEngine,complete_extraction/PRISM_FILE_VALIDATION.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,1061,48594,0,,complete_extraction/PRISM_FINAL_100_PERCENT.js
extracted_modules,complete_extraction,ai_ml,DATABASE,prism_data,190,7842,0.167,,complete_extraction/PRISM_FINAL_CATALOG_AI_CONNECTOR.js
extracted_modules,complete_extraction,system,DATABASE,prism_data,416,21695,0.2,,complete_extraction/PRISM_FINAL_CATALOG_GATEWAY.js
extracted_modules,complete_extraction,system,WIRE_CANDIDATE,prism_session,136,6299,0.25,,complete_extraction/PRISM_FINAL_INTEGRATION.js
extracted_modules,complete_extraction,misc,WIRE_CANDIDATE,prism_dev,96,3168,0,,complete_extraction/PRISM_FINANCE.js
extracted_modules,complete_extraction,engine,PARTIAL_OVERLAP,prism_dev,177,6556,0.667,FinancialAnalysisEngine,complete_extraction/PRISM_FINANCIAL_ENGINE.js
