vendor,id,holder_type,taper,gauge_length_mm,body_diameter_mm,max_rpm,runout_um
haimer,.1/2z.37,shrink_fit,CAT50,199.9,69.85,,
haimer,.5/8z.37,shrink_fit,CAT50,199.9,69.85,,
haimer,.3/4z.37,shrink_fit,CAT50,199.9,69.85,,
haimer,.1z.37,shrink_fit,CAT50,199.9,69.85,,
haimer,.06.37,shrink_fit,CAT50,200,69.85,,
haimer,.08.3,shrink_fit,CAT50,200,69.85,,
haimer,7 .10.37,shrink_fit,CAT50,200,69.85,,
haimer,.12.37,shrink_fit,CAT50,200,69.85,,
haimer,.14.37,shrink_fit,CAT50,200,69.85,,
haimer,.16.37,shrink_fit,CAT50,200,69.85,,
haimer,.18.37,shrink_fit,CAT50,200,69.85,,
haimer,.20.37,shrink_fit,CAT50,200,69.85,,
haimer,.25.37,shrink_fit,CAT50,200,69.85,,
haimer,.5/8z.67,shrink_fit,CAT50,80.01,51.05,,
haimer,.3/4z.67,shrink_fit,CAT50,85.09,67.06,,
haimer,.1z.67,shrink_fit,CAT50,89.92,62.99,,
haimer,.32.6.32.67,shrink_fit,CAT50,200,85,,
haimer,.40.6.40.67,shrink_fit,CAT50,200,94,,
haimer,.50.6.50.67,shrink_fit,CAT50,200,94,,
haimer,.3/4Z .,shrink_fit,CAT50,100.15,43.48,,
haimer,HAIMER-CAT40-shrink_fit-3.17,shrink_fit,CAT40,80.04,9.91,,
haimer,HAIMER-CAT40-shrink_fit-4.76,shrink_fit,CAT40,80.04,9.91,,
haimer,.5/8Z.4,shrink_fit,CAT40,80.01,34.04,,
haimer,.3/4Z.4,shrink_fit,CAT40,80.01,41.91,,
haimer,.7/8Z.4,shrink_fit,CAT40,80.01,41.91,,
haimer,.1Z.4,shrink_fit,CAT40,100.08,53.09,,
haimer,.1/4z.3—,shrink_fit,CAT40,65.02,22.1,,
haimer,.5/16z.3—,shrink_fit,CAT40,65.02,22.1,,
haimer,.3/8z.3—,shrink_fit,CAT40,65.02,26.42,,
haimer,.1/2z.3.1/2z.37,shrink_fit,CAT40,65.02,26.42,,
haimer,.5/8z.3.5/8z.37,shrink_fit,CAT40,65.02,29.46,,
haimer,.3/4z.3.3/4z.37,shrink_fit,CAT40,65.02,35.56,,
haimer,.1z.3.1z.37,shrink_fit,CAT40,74.93,45.47,,
haimer,.1/2Z.4,shrink_fit,CAT50,160.02,32,,
haimer,––,shrink_fit,CAT50,80.01,68.07,,
haimer,.3/4z.37,shrink_fit,CAT50,80.01,44.7,,
haimer,.1z.37,shrink_fit,CAT50,100.08,43.94,,
haimer,.1/8Z,shrink_fit,BT30,80.04,9.91,,
haimer,.5/16Z.4,shrink_fit,BT30,80.01,26.92,,
haimer,.3/8Z.4,shrink_fit,BT30,80.01,32,,
haimer,.7/16Z.4,shrink_fit,BT30,80.01,32,,
haimer,.1/2Z.4,shrink_fit,BT30,80.01,32,,
haimer,.5/8Z.4,shrink_fit,BT30,80.01,34.04,,
haimer,.3/4Z.4,shrink_fit,BT30,89.92,41.91,,
haimer,.06,shrink_fit,BT30,80,27,,
haimer,.08,shrink_fit,BT30,80,27,,
haimer,.10,shrink_fit,BT30,80,32,,
haimer,.12,shrink_fit,BT30,80,32,,
haimer,.14,shrink_fit,BT30,80,34,,
haimer,.16,shrink_fit,BT30,80,34,,
haimer,.18,shrink_fit,BT30,90,40.5,,
haimer,.20,shrink_fit,BT30,90,40.5,,
haimer,.1/8Z,shrink_fit,BT30,59.97,9.91,,
haimer,.5/16Z.4,shrink_fit,BT30,59.94,23.11,,
haimer,.3/8Z.4,shrink_fit,BT30,59.94,26.92,,
haimer,.7/16Z.4 .,shrink_fit,BT30,59.94,26.92,,
haimer,1/2Z.4,shrink_fit,BT30,59.94,26.92,,
haimer,.5/8Z.4,shrink_fit,BT30,65.02,29.97,,
haimer,.3/4Z.4,shrink_fit,BT30,69.85,35.31,,
haimer,.03.8,shrink_fit,BT30,120,6,,
haimer,.04.8,shrink_fit,BT30,120,7,,
haimer,.06.8,shrink_fit,BT30,120,9,,
haimer,.16.KKB,shrink_fit,BT30,35,36,,
haimer,.22.KKB,shrink_fit,BT30,35,42,,
haimer,.27.KKB,shrink_fit,BT30,35,42,,
haimer,HAIMER-BT40-shrink_fit-3.17,shrink_fit,BT40,,9.91,,
haimer,HAIMER-BT40-shrink_fit-4.76,shrink_fit,BT40,,9.91,,
haimer,.5/8Z.4,shrink_fit,BT40,160.02,34.04,,
haimer,.3/4Z.4,shrink_fit,BT40,160.02,41.91,,
haimer,.7/8Z.4,shrink_fit,BT40,160.02,41.91,,
haimer,.1Z.4,shrink_fit,BT40,160.02,53.09,,
haimer,.5/8Z.47,shrink_fit,BT40,89.97,34.04,,
haimer,.3/4Z.47,shrink_fit,BT40,89.97,41.91,,
haimer,.1Z.47,shrink_fit,BT40,100.13,53.09,,
haimer,.12,shrink_fit,BT40,200,32,,
haimer,.14,shrink_fit,BT40,200,34,,
haimer,.16,shrink_fit,BT40,200,34,,
haimer,.18,shrink_fit,BT40,200,42,,
haimer,.20,shrink_fit,BT40,200,42,,
haimer,.25,shrink_fit,BT40,200,53,,
haimer,HAIMER-BT40-shrink_fit-32.0,shrink_fit,BT40,,53,,
haimer,.12.2,shrink_fit,BT40,90,32,,
haimer,.14.2,shrink_fit,BT40,90,34,,
haimer,.16.2,shrink_fit,BT40,90,34,,
haimer,.20.2,shrink_fit,BT40,90,42,,
haimer,.25.2,shrink_fit,BT40,100,53,,
haimer,.16.7,shrink_fit,BT40,,34,,
haimer,.18.7,shrink_fit,BT40,,42,,
haimer,.20.7,shrink_fit,BT40,,42,,
haimer,.25.7,shrink_fit,BT40,,53,,
haimer,.1/4z.37,shrink_fit,BT40,70.1,22.1,,
haimer,7 .1/2z.37,shrink_fit,BT40,70.1,26.42,,
haimer,.5/8z.37,shrink_fit,BT40,74.93,29.46,,
haimer,.3/4z.37,shrink_fit,BT40,74.93,35.31,,
haimer,.1z.37,shrink_fit,BT40,85.09,45.47,,
haimer,.06.3.06.37,shrink_fit,BT40,160,50,,
haimer,.08.3.08.37,shrink_fit,BT40,160,50,,
haimer,2.3 .14.32.37 .14.37,shrink_fit,BT40,160,50,,
haimer,.16.3.16.37,shrink_fit,BT40,160,50,,
haimer,.18.3.18.37,shrink_fit,BT40,160,50,,
haimer,.20.3.20.37,shrink_fit,BT40,160,50,,
haimer,.03.8,shrink_fit,BT40,200,9,,
haimer,.04.8,shrink_fit,BT40,200,10,,
haimer,.05.8,shrink_fit,BT40,200,11,,
haimer,.06.8,shrink_fit,BT40,200,12,,
haimer,.08.8,shrink_fit,BT40,200,14,,
haimer,.10.8,shrink_fit,BT40,200,16,,
haimer,HAIMER-BT40-shrink_fit-16.0,shrink_fit,BT40,1.38,36,,
haimer,.22.KKB,shrink_fit,BT40,1.97,48,,
haimer,.27.KKB,shrink_fit,BT40,2.36,59,,
haimer,HAIMER-BT40-shrink_fit-40.0,shrink_fit,BT40,,87,,
haimer,.06,shrink_fit,BT50,200,27,,
haimer,.08,shrink_fit,BT50,200,27,,
haimer,.10,shrink_fit,BT50,200,32,,
haimer,.12,shrink_fit,BT50,200,32,,
haimer,.14,shrink_fit,BT50,200,34,,
haimer,.16,shrink_fit,BT50,200,34,,
haimer,.18,shrink_fit,BT50,200,42,,
haimer,.20,shrink_fit,BT50,200,42,,
haimer,.25,shrink_fit,BT50,200,53,,
haimer,.32,shrink_fit,BT50,200,53,,
haimer,.1/2z.3.1/2z.37,shrink_fit,BT50,100.08,55.12,,
haimer,.5/8z.3.5/8z.37,shrink_fit,BT50,100.08,33.27,,
haimer,.3/4z.3.3/4z.37,shrink_fit,BT50,100.08,44.7,,
haimer,.1z.3.1z.37,shrink_fit,BT50,100.08,44.7,,
haimer,12.37,shrink_fit,BT50,0,7,,
haimer,.40.6.40.67,shrink_fit,BT50,200,94,,
haimer,.50.6.50.67,shrink_fit,BT50,200,94,,
haimer,.22.KKB .,shrink_fit,BT50,100,48,,
haimer,27.KKB,shrink_fit,BT50,100,60,,
haimer,.32.KKB,shrink_fit,BT50,100,78,,
haimer,HAIMER-BT50-shrink_fit-40.0,shrink_fit,BT50,,89,,
haimer,.5/16Z.4,shrink_fit,BT30,59.99,21.08,,
haimer,.3/8Z.4,shrink_fit,BT30,59.99,24.13,,
haimer,.7/16Z.4,shrink_fit,BT30,59.99,24.13,,
haimer,.1/2Z.4,shrink_fit,BT30,59.99,24.13,,
haimer,.5/8Z.4,shrink_fit,BT30,65.07,26.92,,
haimer,.3/4Z.4,shrink_fit,BT30,70.15,40.39,,
haimer,.03,shrink_fit,BT30,,10,,
haimer,.04,shrink_fit,BT30,,10,,
haimer,.05,shrink_fit,BT30,,10,,
haimer,.06,shrink_fit,BT30,,27,,
haimer,.08,shrink_fit,BT30,,27,,
haimer,.10,shrink_fit,BT30,,32,,
haimer,.12,shrink_fit,BT30,,32,,
haimer,.14,shrink_fit,BT30,,34,,
haimer,.16,shrink_fit,BT30,,34,,
haimer,.20,shrink_fit,BT30,,40.5,,
haimer,.1/4Z.4,shrink_fit,BT40,160.02,26.92,,
haimer,.5/16Z.4,shrink_fit,BT40,160.02,26.92,,
haimer,.3/8Z.4,shrink_fit,BT40,160.02,32,,
haimer,.7/16Z.4,shrink_fit,BT40,160.02,32,,
haimer,.1/2Z.4,shrink_fit,BT40,160.02,32,,
haimer,HAIMER-BT40-shrink_fit-3.0,shrink_fit,BT40,,10,,
haimer,.06,shrink_fit,BT40,,27,,
haimer,.08,shrink_fit,BT40,,27,,
haimer,.10,shrink_fit,BT40,,32,,
haimer,.12,shrink_fit,BT40,,32,,
haimer,.14,shrink_fit,BT40,,34,,
haimer,––,shrink_fit,BT40,70.1,22.1,,
haimer,.04.8,shrink_fit,BT40,,10,,
haimer,.05.8,shrink_fit,BT40,,11,,
haimer,.1/4Z.4,shrink_fit,BT50,100.08,26.92,,
haimer,.5/16Z.,shrink_fit,BT50,100.08,26.92,,
haimer,4 .3/8Z.4,shrink_fit,BT50,100.08,32,,
haimer,––,shrink_fit,BT50,100.08,55.12,,
haimer,.1z.67,shrink_fit,BT50,104.9,72.14,,
haimer,.03,shrink_fit,SK30,,10,,
haimer,.04,shrink_fit,SK30,,10,,
haimer,.05,shrink_fit,SK30,,10,,
haimer,.06,shrink_fit,SK30,,27,,
haimer,.08,shrink_fit,SK30,,27,,
haimer,.10,shrink_fit,SK30,,32,,
haimer,.12,shrink_fit,SK30,,32,,
haimer,.16,shrink_fit,SK30,,34,,
haimer,.20,shrink_fit,SK30,,40.5,,
haimer,.08,shrink_fit,SK40,,27,,
haimer,.10,shrink_fit,SK40,,32,,
haimer,.12,shrink_fit,SK40,,32,,
haimer,.14,shrink_fit,SK40,,34,,
haimer,.16,shrink_fit,SK40,,34,,
haimer,.18,shrink_fit,SK40,,42,,
haimer,.20,shrink_fit,SK40,,42,,
haimer,.25,shrink_fit,SK40,,53,,
haimer,HAIMER-SK40-shrink_fit-32.0,shrink_fit,SK40,,53,,
haimer,.03,shrink_fit,SK40,,10,,
haimer,5 .06.2,shrink_fit,SK40,,27,,
haimer,.04.10,shrink_fit,SK40,,9,,
haimer,.05.10,shrink_fit,SK40,,9,,
haimer,.03,shrink_fit,SK40,120,9,,
haimer,.04,shrink_fit,SK40,120,10,,
haimer,.05,shrink_fit,SK40,120,11,,
haimer,.06,shrink_fit,SK40,120,12,,
haimer,.08,shrink_fit,SK40,120,14,,
haimer,.10,shrink_fit,SK40,120,16,,
haimer,.12,shrink_fit,SK40,120,18,,
haimer,.16,shrink_fit,SK40,120,22,,
haimer,.06,weldon,SK40,,25,,
haimer,.08,weldon,SK40,,28,,
haimer,.10,weldon,SK40,,35,,
haimer,.12,weldon,SK40,,42,,
haimer,.14,weldon,SK40,,42,,
haimer,.16,weldon,SK40,,48,,
haimer,.18,weldon,SK40,,48,,
haimer,.20,weldon,SK40,,52,,
haimer,.25,weldon,SK40,,65,,
haimer,HAIMER-SK40-weldon-32.0,weldon,SK40,,72,,
haimer,22.KKB,weldon,SK40,,48,,
haimer,.27.KKB,weldon,SK40,,60,,
haimer,.40.6,shrink_fit,SK40,,94,,
haimer,.50.6,shrink_fit,SK40,,94,,
haimer,.06,weldon,SK50,,25,,
haimer,.08 .,weldon,SK50,,28,,
haimer,.14,weldon,SK50,,42,,
haimer,.16,weldon,SK50,,48,,
haimer,.18,weldon,SK50,,48,,
haimer,.20,weldon,SK50,,52,,
haimer,HAIMER-SK50-weldon-25.0,weldon,SK50,,65,,
haimer,HAIMER-SK50-weldon-32.0,weldon,SK50,,72,,
haimer,HAIMER-SK50-weldon-40.0,weldon,SK50,,78,,
haimer,.10.2,weldon,SK50,,35,,
haimer,.12.2 .,weldon,SK50,,42,,
haimer,.22.KKB,weldon,SK50,,48,,
haimer,.27.KKB,weldon,SK50,,60,,
haimer,HAIMER-SK50-weldon-50.0,weldon,SK50,,120,,
haimer,.03,shrink_fit,HSK-A125,,10,,
haimer,.04,shrink_fit,HSK-A125,,10,,
haimer,.05,shrink_fit,HSK-A125,,10,,
haimer,.06,shrink_fit,HSK-A125,,27,,
haimer,.08,shrink_fit,HSK-A125,,27,,
haimer,.10,shrink_fit,HSK-A125,,32,,
haimer,.1/8Z,shrink_fit,HSK-A125,59.97,9.91,,
haimer,.3/16Z,shrink_fit,HSK-A125,59.97,9.91,,
haimer,.1/4Z,shrink_fit,HSK-A125,80.01,26.92,,
haimer,.3/8Z,shrink_fit,HSK-A125,80.01,32,,
haimer,.7/16Z,shrink_fit,HSK-A125,80.01,32,,
haimer,.1/2Z,shrink_fit,HSK-A125,89.92,32,,
haimer,.5/8Z,shrink_fit,HSK-A125,89.92,33.02,,
haimer,.12,shrink_fit,HSK-A125,,32,,
haimer,HAIMER-HSK-A125-shrink_fit-14.0,shrink_fit,HSK-A125,,34,,
haimer,HAIMER-HSK-A125-shrink_fit-16.0,shrink_fit,HSK-A125,,34,,
haimer,.22.KKB,shrink_fit,HSK-A125,,48,,
haimer,—,shrink_fit,HSK-A125,,60,,
haimer,—,shrink_fit,HSK-A125,,78,,
haimer,.3/8Z.4,shrink_fit,HSK-A125,160.02,32,,
haimer,.7/16Z.4,shrink_fit,HSK-A125,160.02,32,,
haimer,.1/2Z.4,shrink_fit,HSK-A125,160.02,32,,
haimer,.5/8Z.4,shrink_fit,HSK-A125,160.02,34.04,,
haimer,.3/4Z.4,shrink_fit,HSK-A125,160.02,41.91,,
haimer,.1Z.4,shrink_fit,HSK-A125,160.02,53.09,,
haimer,.3/8Z.47,shrink_fit,HSK-A125,85.14,32,,
haimer,.1/2Z.47,shrink_fit,HSK-A125,89.97,32,,
haimer,.5/8Z.47,shrink_fit,HSK-A125,95.05,34.04,,
haimer,.3/4Z.47,shrink_fit,HSK-A125,100.13,41.91,,
haimer,.1Z.47,shrink_fit,HSK-A125,115.11,53.09,,
haimer,HAIMER-HSK-A125-shrink_fit-30.0,shrink_fit,HSK-A125,,101,,
haimer,.18,shrink_fit,HSK-A125,,42,,
haimer,.20,shrink_fit,HSK-A125,,42,,
haimer,.25,shrink_fit,HSK-A125,,53,,
haimer,.06.37,shrink_fit,HSK-A125,160,53,,
haimer,.08.37,shrink_fit,HSK-A125,160,53,,
haimer,12.37,shrink_fit,HSK-A125,60,4,,
haimer,.14.3,shrink_fit,HSK-A125,160,53,,
haimer,7 .16.37,shrink_fit,HSK-A125,160,53,,
haimer,.18.37,shrink_fit,HSK-A125,160,53,,
haimer,.20.37,shrink_fit,HSK-A125,160,53,,
haimer,.25.37,shrink_fit,HSK-A125,160,53,,
haimer,.32.37,shrink_fit,HSK-A125,160,53,,
haimer,.5/8z.67,shrink_fit,HSK-A125,85.09,45.97,,
haimer,.3/4z.67,shrink_fit,HSK-A125,85.09,45.97,,
haimer,.16.67,shrink_fit,HSK-A125,85,46,,
haimer,.20.67,shrink_fit,HSK-A125,85,46,,
haimer,.03,shrink_fit,HSK-A125,120,,,
haimer,.04,shrink_fit,HSK-A125,120,,,
haimer,.05,shrink_fit,HSK-A125,120,,,
haimer,.06,shrink_fit,HSK-A125,120,,,
haimer,.08,shrink_fit,HSK-A125,120,,,
haimer,.10,shrink_fit,HSK-A125,120,,,
haimer,.12,shrink_fit,HSK-A125,120,,,
haimer,HAIMER-HSK-A63-shrink_fit-3.0,shrink_fit,HSK-A63,160,9,,
haimer,HAIMER-HSK-A63-shrink_fit-4.0,shrink_fit,HSK-A63,160,10,,
haimer,HAIMER-HSK-A63-shrink_fit-5.0,shrink_fit,HSK-A63,160,11,,
haimer,HAIMER-HSK-A63-shrink_fit-6.0,shrink_fit,HSK-A63,160,12,,
haimer,HAIMER-HSK-A63-shrink_fit-8.0,shrink_fit,HSK-A63,160,14,,
haimer,HAIMER-HSK-A63-shrink_fit-10.0,shrink_fit,HSK-A63,160,16,,
haimer,HAIMER-HSK-A63-shrink_fit-12.0,shrink_fit,HSK-A63,160,18,,
haimer,HAIMER-HSK-A63-shrink_fit-16.0,shrink_fit,HSK-A63,160,24,,
haimer,.3/4Z,shrink_fit,HSK-A63,160.02,42.42,,
haimer,.1Z,shrink_fit,HSK-A63,160.02,42.42,,
haimer,HAIMER-HSK-A63-shrink_fit-16.0,shrink_fit,HSK-A63,,36,,
haimer,.22.KKB,shrink_fit,HSK-A63,,48,,
haimer,.27.KKB,shrink_fit,HSK-A63,,60,,
haimer,.32.KKB,shrink_fit,HSK-A63,,78,,
haimer,HAIMER-HSK-A63-shrink_fit-40.0,shrink_fit,HSK-A63,,87,,
haimer,HAIMER-HSK-A63-shrink_fit-6.35,shrink_fit,HSK-A63,,26.92,,
haimer,HAIMER-HSK-A63-shrink_fit-7.94,shrink_fit,HSK-A63,,26.92,,
haimer,HAIMER-HSK-A63-shrink_fit-9.52,shrink_fit,HSK-A63,,32,,
haimer,HAIMER-HSK-A63-shrink_fit-12.7,shrink_fit,HSK-A63,,32,,
haimer,HAIMER-HSK-A63-shrink_fit-15.88,shrink_fit,HSK-A63,,34.04,,
haimer,HAIMER-HSK-A63-shrink_fit-6.0,shrink_fit,HSK-A63,,27,,
haimer,HAIMER-HSK-A63-shrink_fit-8.0,shrink_fit,HSK-A63,,27,,
haimer,HAIMER-HSK-A63-shrink_fit-10.0,shrink_fit,HSK-A63,,32,,
haimer,HAIMER-HSK-A63-shrink_fit-12.0,shrink_fit,HSK-A63,,32,,
haimer,HAIMER-HSK-A63-shrink_fit-14.0,shrink_fit,HSK-A63,,34,,
haimer,HAIMER-HSK-A63-shrink_fit-18.0,shrink_fit,HSK-A63,,42,,
haimer,HAIMER-HSK-A63-shrink_fit-20.0,shrink_fit,HSK-A63,,35.5,,
haimer,.25.3,shrink_fit,HSK-A63,,45,,
haimer,.1/8z.8.i,shrink_fit,HSK-A63,,8.89,,
haimer,.03.8,shrink_fit,HSK-A63,,9,,
haimer,.04.8,shrink_fit,HSK-A63,,10,,
haimer,.05.8,shrink_fit,HSK-A63,,11,,
haimer,.1z.i,shrink_fit,HSK-A63,,55.12,,
haimer,22,shrink_fit,HSK-A63,,8,,
haimer,.1/4Z.4,shrink_fit,HSK-A63,199.9,26.92,,
haimer,4 —,shrink_fit,HSK-A63,,32,,
haimer,.1/2Z.4,shrink_fit,HSK-A63,199.9,32,,
haimer,.5/8Z.4,shrink_fit,HSK-A63,199.9,34.04,,
haimer,.3/4Z.4,shrink_fit,HSK-A63,199.9,41.91,,
haimer,.1Z.4,shrink_fit,HSK-A63,199.9,53.09,,
haimer,.06,shrink_fit,HSK-A63,200,27,,
haimer,0 .12,shrink_fit,HSK-A63,200,32,,
haimer,.14,shrink_fit,HSK-A63,200,34,,
haimer,.16,shrink_fit,HSK-A63,200,34,,
haimer,.18,shrink_fit,HSK-A63,200,42,,
haimer,.20,shrink_fit,HSK-A63,200,42,,
haimer,.25,shrink_fit,HSK-A63,200,53,,
haimer,.32,shrink_fit,HSK-A63,200,53,,
haimer,.5/16z.37,shrink_fit,HSK-A63,199.9,83.06,,
haimer,.3/8z.37,shrink_fit,HSK-A63,199.9,83.06,,
haimer,.10.37,shrink_fit,HSK-A63,200,83,,
haimer,.40.6.40.67,shrink_fit,HSK-A63,200,94,,
haimer,.50.6.50.67,shrink_fit,HSK-A63,200,94,,
haimer,.16.67,shrink_fit,HSK-A63,100,46,,
haimer,.20.671),shrink_fit,HSK-A63,100,46,,
haimer,.22.KKB,shrink_fit,HSK-A63,160,48,,
haimer,.27.KKB,shrink_fit,HSK-A63,160,60,,
haimer,.32.KKB,shrink_fit,HSK-A63,160,78,,
haimer,.40.KKB,shrink_fit,HSK-A63,160,87,,
haimer,.1Z.67.I,shrink_fit,HSK-A63,228.6,108.97,,
haimer,HAIMER-HSK-A63-shrink_fit-5.0,shrink_fit,HSK-A63,0,9,,
haimer,HAIMER-HSK-A63-shrink_fit-19.05,shrink_fit,HSK-A63,,43.43,,
haimer,.03,shrink_fit,HSK-A63,45,9,,
haimer,.04,shrink_fit,HSK-A63,45,10,,
haimer,.05,shrink_fit,HSK-A63,45,11,,
haimer,.06.V2,shrink_fit,HSK-A63,45,12,,
haimer,.06.V3,shrink_fit,HSK-A63,50,12,,
haimer,.08,shrink_fit,HSK-A63,50,14,,
haimer,.10.V2,shrink_fit,HSK-A63,50,18,,
haimer,.10.V3,shrink_fit,HSK-A63,55,18,,
haimer,.12,shrink_fit,HSK-A63,50,20,,
haimer,.1/8Z,shrink_fit,HSK-A63,59.97,9.91,,
haimer,.3/16Z,shrink_fit,HSK-A63,59.97,9.91,,
haimer,.1/4Z,shrink_fit,HSK-A63,70.1,21.08,,
haimer,.3/8Z,shrink_fit,HSK-A63,80.01,23.88,,
haimer,03,shrink_fit,HSK-A63,80,9,,
haimer,.04,shrink_fit,HSK-A63,80,10,,
haimer,.05,shrink_fit,HSK-A63,80,11,,
haimer,.06,shrink_fit,HSK-A63,80,12,,
haimer,.08,shrink_fit,HSK-A63,80,14,,
haimer,.10,shrink_fit,HSK-A63,80,16,,
haimer,.12,shrink_fit,HSK-A63,80,18,,
haimer,.1/4Z,shrink_fit,HSK-A63,80.01,26.92,,
haimer,.5/16Z,shrink_fit,HSK-A63,80.01,26.92,,
haimer,.1/2Z,shrink_fit,HSK-A63,89.92,32,,
haimer,.5/8Z,shrink_fit,HSK-A63,89.92,34.04,,
haimer,.03,shrink_fit,HSK-A63,2.76,9,,
haimer,.04,shrink_fit,HSK-A63,2.76,10,,
haimer,.05,shrink_fit,HSK-A63,2.76,11,,
haimer,.06,shrink_fit,HSK-A63,2.76,12,,
haimer,.08,shrink_fit,HSK-A63,2.76,14,,
haimer,—,shrink_fit,HSK-A63,,9.91,,
haimer,.1/4Z,shrink_fit,HSK-A63,130.05,26.92,,
haimer,.5/16Z,shrink_fit,HSK-A63,130.05,26.92,,
haimer,.3/8Z,shrink_fit,HSK-A63,130.05,32,,
haimer,.7/16Z,shrink_fit,HSK-A63,130.05,32,,
haimer,.1/2Z,shrink_fit,HSK-A63,130.05,32,,
haimer,.5/8Z,shrink_fit,HSK-A63,130.05,34.04,,
haimer,.3/4Z,shrink_fit,HSK-A63,130.05,41.91,,
haimer,–.1/8Z,shrink_fit,HSK-A63,100.08,8.89,,
haimer,.3/16Z.3/16Z,shrink_fit,HSK-A63,100.08,10.92,,
haimer,.1/4Z.1/4Z,shrink_fit,HSK-A63,100.08,11.94,,
haimer,.3/8Z.3/8Z,shrink_fit,HSK-A63,100.08,16,,
haimer,.1/2Z.1/2Z,shrink_fit,HSK-A63,100.08,18.03,,
haimer,.10,shrink_fit,HSK-A63,48,16,,
haimer,.12,shrink_fit,HSK-A63,48,18,,
haimer,.1/4z,shrink_fit,HSK-A63,76.2,27,,
haimer,1) .5/16z1),shrink_fit,HSK-A63,76.2,27,,
haimer,.3/8z,shrink_fit,HSK-A63,76.2,30.99,,
haimer,.7/16z,shrink_fit,HSK-A63,76.2,32,,
haimer,.1/2z,shrink_fit,HSK-A63,76.2,33.02,,
haimer,.5/8z,shrink_fit,HSK-A63,76.2,35.99,,
haimer,.3/4z,shrink_fit,HSK-A63,76.2,41,,
haimer,.1z,shrink_fit,HSK-A63,76.2,51.99,,
haimer,.1z.5.i,shrink_fit,HSK-A63,69.85,46,,
haimer,HAIMER-HSK-A63-shrink_fit-19.05,shrink_fit,HSK-A63,1.9,43.43,,
haimer,HAIMER-HSK-A63-shrink_fit-25.4,shrink_fit,HSK-A63,2.54,54.99,,
haimer,.1/4Z.4,shrink_fit,PSC,130.05,26.92,,
haimer,HAIMER-PSC-shrink_fit-7.94,shrink_fit,PSC,,26.92,,
haimer,.1/2Z,shrink_fit,PSC,130.05,32,,
haimer,.4 .5/8Z.4,shrink_fit,PSC,130.05,34.04,,
haimer,.3/4Z.4,shrink_fit,PSC,130.05,41.91,,
haimer,HAIMER-PSC-shrink_fit-22.22,shrink_fit,PSC,,41.91,,
haimer,.1Z.4,shrink_fit,PSC,130.05,53.09,,
haimer,HAIMER-PSC-shrink_fit-3.0,shrink_fit,PSC,,10,,
haimer,HAIMER-PSC-shrink_fit-4.0,shrink_fit,PSC,,10,,
haimer,HAIMER-PSC-shrink_fit-5.0,shrink_fit,PSC,,10,,
haimer,.06,shrink_fit,PSC,160,27,,
haimer,.12,shrink_fit,PSC,160,32,,
haimer,.14,shrink_fit,PSC,160,34,,
haimer,.16,shrink_fit,PSC,160,34,,
haimer,.18,shrink_fit,PSC,160,42,,
haimer,.20,shrink_fit,PSC,160,42,,
haimer,.25,shrink_fit,PSC,160,53,,
haimer,32,shrink_fit,PSC,160,53,,
haimer,.06.3—,shrink_fit,PSC,130,53,,
haimer,.16.3.16.37,shrink_fit,PSC,130,53,,
haimer,.20.3.20.37,shrink_fit,PSC,130,53,,
haimer,.11.71),ER,PSC,160.02,,,
haimer,.16.71),ER,PSC,160.02,,,
haimer,.06,weldon,PSC,55,25,,
haimer,.08,weldon,PSC,55,28,,
haimer,.10,weldon,PSC,60,35,,
haimer,.12,weldon,PSC,60,42,,
haimer,.14,weldon,PSC,60,44,,
haimer,.16,weldon,PSC,65,48,,
haimer,.18,weldon,PSC,65,50,,
haimer,.20,weldon,PSC,65,52,,
haimer,.25,weldon,PSC,80,64,,
haimer,.32,weldon,PSC,90,72,,
haimer,.40,weldon,PSC,100,80,,
haimer,.16.KKB,weldon,PSC,40,36,,
haimer,.22.KKB,weldon,PSC,25,48,,
haimer,.27.KKB,weldon,PSC,25,60,,
haimer,.32.KKB,weldon,PSC,25,63,,
haimer,.40.KKB,weldon,PSC,40,70,,
guhring,GUH-4216-CAT40-6.35,hydraulic,CAT40,37,26,,
guhring,GUH-4216-CAT40-12.7,hydraulic,CAT40,46,32,,
guhring,GUH-4216-CAT40-19.05,hydraulic,CAT40,49,40,,
guhring,GUH-4216-CAT40-31.75,hydraulic,CAT40,61,63,,
guhring,GUH-4216-CAT50-6.35,hydraulic,CAT50,37,26,,
guhring,GUH-4216-CAT50-9.525,hydraulic,CAT50,41,30,,
guhring,GUH-4216-CAT50-12.7,hydraulic,CAT50,46,32,,
guhring,GUH-4216-CAT50-15.875,hydraulic,CAT50,49,38,,
guhring,GUH-4216-CAT50-31.75,hydraulic,CAT50,61,63,,
guhring,GUH-4764-CAT40-6.35,hydraulic,CAT40,36,21,,
guhring,GUH-4764-CAT40-12.7,hydraulic,CAT40,46,24,,
guhring,GUH-4764-CAT40-19.05,hydraulic,CAT40,49,33,,
guhring,GUH-4764-CAT40-31.75,hydraulic,CAT40,61,44,,
guhring,GUH-4764-CAT50-6.35,hydraulic,CAT50,36,21,,
guhring,GUH-4764-CAT50-9.525,hydraulic,CAT50,41,24,,
guhring,GUH-4764-CAT50-12.7,hydraulic,CAT50,46,24,,
guhring,GUH-4764-CAT50-15.875,hydraulic,CAT50,49,27,,
